Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow
KINGWOOD WEST,KINGWOOD WEST,6/29/2020,R,SARS CoV-2 N2,49280,R009_050,330,2589,Composite,,0.591
KINGWOOD WEST,KINGWOOD WEST,6/29/2020,R,SARS CoV-2 N1,59620,R009_050,330,2589,Composite,,0.591
KINGWOOD WEST,KINGWOOD WEST,6/29/2020,R,SARS CoV-2 N1,58520,R009_051,330,2589,Composite,,0.591
KINGWOOD WEST,KINGWOOD WEST,6/29/2020,R,SARS CoV-2 N2,51260,R009_051,330,2589,Composite,,0.591
KINGWOOD WEST,KINGWOOD WEST,6/29/2020,R,SARS CoV-2 N2,39160,R009_049,330,2589,Composite,,0.591
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N2,5720,R009_056,330,20161,Composite,,1.678
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N1,9240,R009_056,330,20161,Composite,,1.678
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N2,9460,R009_057,330,20161,Composite,,1.678
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N1,16720,R009_057,330,20161,Composite,,1.678
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N1,9680,R009_055,330,20161,Composite,,1.678
METRO CENTRAL,METRO CENTRAL,6/29/2020,R,SARS CoV-2 N2,9460,R009_055,330,20161,Composite,,1.678
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N2,11880,R009_052,330,4010,Composite,,0.315
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N1,14960,R009_052,330,4010,Composite,,0.315
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N1,9240,R009_053,330,4010,Composite,,0.315
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N2,10780,R009_054,330,4010,Composite,,0.315
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N1,20460,R009_054,330,4010,Composite,,0.315
MUD#203,MUD#203,6/29/2020,R,SARS CoV-2 N2,8580,R009_053,330,4010,Composite,,0.315
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N1,7040,R009_058,330,12892,Composite,,1.763
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N2,8140,R009_059,330,12892,Composite,,1.763
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N2,7260,R009_058,330,12892,Composite,,1.763
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N2,8140,R009_060,330,12892,Composite,,1.763
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N1,6820,R009_060,330,12892,Composite,,1.763
NORTHBELT,NORTHBELT,6/29/2020,R,SARS CoV-2 N1,6380,R009_059,330,12892,Composite,,1.763
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N1,91960,R009_063,330,33102,Composite,,2.58
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N1,64240,R009_062,330,33102,Composite,,2.58
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N2,67100,R009_063,330,33102,Composite,,2.58
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N2,2420,R009_061,330,33102,Composite,,2.58
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N1,1760,R009_061,330,33102,Composite,,2.58
NORTHEAST,NORTHEAST,6/29/2020,R,SARS CoV-2 N2,51260,R009_062,330,33102,Composite,,2.58
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N2,17160,R009_065,330,19867,Composite,,2.578
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N1,19140,R009_065,330,19867,Composite,,2.578
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N2,17820,R009_064,330,19867,Composite,,2.578
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N1,22440,R009_064,330,19867,Composite,,2.578
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N2,15840,R009_066,330,19867,Composite,,2.578
NORTHGATE,NORTHGATE,6/29/2020,R,SARS CoV-2 N1,15840,R009_066,330,19867,Composite,,2.578
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N2,110220,R009_067,330,95600,Composite,,9.41
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N1,154220,R009_067,330,95600,Composite,,9.41
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N2,60280,R009_069,330,95600,Composite,,9.41
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N1,89980,R009_069,330,95600,Composite,,9.41
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N2,123420,R009_068,330,95600,Composite,,9.41
NORTHWEST,NORTHWEST,6/29/2020,R,SARS CoV-2 N1,171600,R009_068,330,95600,Composite,,9.41
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N2,39380,R009_070,330,5497,Composite,,0.576
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N1,46860,R009_070,330,5497,Composite,,0.576
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N2,27500,R009_072,330,5497,Composite,,0.576
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N1,51260,R009_072,330,5497,Composite,,0.576
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N2,29700,R009_071,330,5497,Composite,,0.576
PARK TEN,PARK TEN,6/29/2020,R,SARS CoV-2 N1,41800,R009_071,330,5497,Composite,,0.576
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N1,23540,R009_073,330,20608,Composite,,3.808
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N2,25520,R009_074,330,20608,Composite,,3.808
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N1,31900,R009_074,330,20608,Composite,,3.808
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N2,18480,R009_073,330,20608,Composite,,3.808
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N1,29480,R009_075,330,20608,Composite,,3.808
SAGEMONT,SAGEMONT,6/29/2020,R,SARS CoV-2 N2,20460,R009_075,330,20608,Composite,,3.808
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N1,18480,R009_076,330,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N2,27500,R009_077,330,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N2,12980,R009_076,330,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N1,25960,R009_078,330,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N1,34760,R009_077,330,109414,Composite,,5.77
SIMS BAYOU NORTH,SIMS BAYOU NORTH,6/29/2020,R,SARS CoV-2 N2,24860,R009_078,330,109414,Composite,,5.77
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N2,20680,R009_079,330,109414,Composite,,19.927
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N2,11220,R009_080,330,109414,Composite,,19.927
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N1,22220,R009_080,330,109414,Composite,,19.927
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N2,12100,R009_081,330,109414,Composite,,19.927
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N1,27060,R009_079,330,109414,Composite,,19.927
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,6/29/2020,R,SARS CoV-2 N1,23100,R009_081,330,109414,Composite,,19.927
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N1,24640,R009_082,330,32485,Composite,,3.984
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N2,13200,R009_083,330,32485,Composite,,3.984
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N1,20900,R009_083,330,32485,Composite,,3.984
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N1,28380,R009_084,330,32485,Composite,,3.984
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N2,9460,R009_084,330,32485,Composite,,3.984
SOUTHEAST,SOUTHEAST,6/29/2020,R,SARS CoV-2 N2,12760,R009_082,330,32485,Composite,,3.984
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N2,86900,R009_085,330,293227,Composite,,29.104
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N1,105820,R009_085,330,293227,Composite,,29.104
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N2,36960,R009_086,330,293227,Composite,,29.104
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N1,59400,R009_086,330,293227,Composite,,29.104
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N2,58740,R009_087,330,293227,Composite,,29.104
SOUTHWEST,SOUTHWEST,6/29/2020,R,SARS CoV-2 N1,81620,R009_087,330,293227,Composite,,29.104
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N2,89540,R009_089,330,1133,Composite,,0.098
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N1,136400,R009_089,330,1133,Composite,,0.098
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N2,58520,R009_090,330,1133,Composite,,0.098
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N1,91080,R009_090,330,1133,Composite,,0.098
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N2,49720,R009_088,330,1133,Composite,,0.098
TIDWELL TIMBERS,TIDWELL TIMBERS,6/29/2020,R,SARS CoV-2 N1,78760,R009_088,330,1133,Composite,,0.098
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N2,11220,R009_092,330,59188,Composite,,6.378
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N1,15180,R009_092,330,59188,Composite,,6.378
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N2,13200,R009_091,330,59188,Composite,,6.378
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N1,16720,R009_091,330,59188,Composite,,6.378
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N1,18040,R009_093,330,59188,Composite,,6.378
TURKEY CREEK,TURKEY CREEK,6/29/2020,R,SARS CoV-2 N2,11660,R009_093,330,59188,Composite,,6.378
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N1,12540,R009_096,330,97918,Composite,,10.632
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N1,11880,R009_094,330,97918,Composite,,10.632
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N2,12100,R009_096,330,97918,Composite,,10.632
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N2,13200,R009_094,330,97918,Composite,,10.632
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N2,12980,R009_095,330,97918,Composite,,10.632
UPPER BRAYS,UPPER BRAYS,6/29/2020,R,SARS CoV-2 N1,12760,R009_095,330,97918,Composite,,10.632
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N2,52360,R009_097,330,20920,Composite,,2.193
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N1,71720,R009_098,330,20920,Composite,,2.193
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N2,35200,R009_099,330,20920,Composite,,2.193
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N1,75020,R009_097,330,20920,Composite,,2.193
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N2,49720,R009_098,330,20920,Composite,,2.193
WCID#111,WCID#111,6/29/2020,R,SARS CoV-2 N1,62700,R009_099,330,20920,Composite,,2.193
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N1,67100,R009_102,330,33645,Composite,,3.248
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N1,50380,R009_100,330,33645,Composite,,3.248
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N2,32120,R009_101,330,33645,Composite,,3.248
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N2,34100,R009_100,330,33645,Composite,,3.248
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N1,42460,R009_101,330,33645,Composite,,3.248
WCID#47,WCID#47,6/29/2020,R,SARS CoV-2 N2,43560,R009_102,330,33645,Composite,,3.248
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N2,33220,R009_103,330,976,Composite,,0.342
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N1,53460,R009_103,330,976,Composite,,0.342
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N2,50600,R009_105,330,976,Composite,,0.342
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N1,62700,R009_105,330,976,Composite,,0.342
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N2,13200,R009_104,330,976,Composite,,0.342
WCID#76,WCID#76,6/29/2020,R,SARS CoV-2 N1,23320,R009_104,330,976,Composite,,0.342
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N2,15840,R009_109,330,85129,Composite,,8.548
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N1,20460,R009_109,330,85129,Composite,,8.548
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N2,13200,R009_110,330,85129,Composite,,8.548
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N1,21120,R009_110,330,85129,Composite,,8.548
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N2,18040,R009_111,330,85129,Composite,,8.548
WEST DISTRICT,WEST DISTRICT,6/29/2020,R,SARS CoV-2 N1,23980,R009_111,330,85129,Composite,,8.548
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N2,33000,R009_112,330,600,Composite,,0.189
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N1,59400,R009_112,330,600,Composite,,0.189
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N2,29480,R009_113,330,600,Composite,,0.189
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N1,31240,R009_113,330,600,Composite,,0.189
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N2,23980,R009_114,330,600,Composite,,0.189
WEST LAKE,WEST LAKE,6/29/2020,R,SARS CoV-2 N1,38720,R009_114,330,600,Composite,,0.189
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N2,46860,R009_115,330,3623,Composite,,0.336
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N1,62480,R009_115,330,3623,Composite,,0.336
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N2,47740,R009_116,330,3623,Composite,,0.336
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N1,59180,R009_116,330,3623,Composite,,0.336
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N2,43340,R009_117,330,3623,Composite,,0.336
WESTWAY,WESTWAY,6/29/2020,R,SARS CoV-2 N1,73040,R009_117,330,3623,Composite,,0.336
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N2,59840,R009_118,330,20758,Composite,,1.722
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N1,91080,R009_118,330,20758,Composite,,1.722
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N2,56760,R009_119,330,20758,Composite,,1.722
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N1,74800,R009_119,330,20758,Composite,,1.722
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N2,51260,R009_120,330,20758,Composite,,1.722
WHITE OAK,WHITE OAK,6/29/2020,R,SARS CoV-2 N1,100760,R009_120,330,20758,Composite,,1.722
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N2,5500,R009_121,330,8610,Composite,,1.149
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N1,14080,R009_121,330,8610,Composite,,1.149
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N2,13200,R009_122,330,8610,Composite,,1.149
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N1,14080,R009_122,330,8610,Composite,,1.149
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N2,8580,R009_123,330,8610,Composite,,1.149
WILLOWBROOK,WILLOWBROOK,6/29/2020,R,SARS CoV-2 N1,12980,R009_123,330,8610,Composite,,1.149
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N1,11660,R010_120,330,551150,Composite,,68
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N1,13860,R010_119,330,551150,Composite,,68
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N2,9680,R010_120,330,551150,Composite,,68
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N2,9680,R010_118,330,551150,Composite,,68
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N1,10780,R010_118,330,551150,Composite,,68
69TH STREET,69TH STREET,7/6/2020,R,SARS CoV-2 N2,10120,R010_119,330,551150,Composite,,68
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N2,19800,R010_122,330,117968,Composite,,9.98
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N1,17820,R010_121,330,117968,Composite,,9.98
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N1,26400,R010_122,330,117968,Composite,,9.98
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N2,14960,R010_121,330,117968,Composite,,9.98
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N1,21780,R010_123,330,117968,Composite,,9.98
ALMEDA SIMS,ALMEDA SIMS,7/6/2020,R,SARS CoV-2 N2,18040,R010_123,330,117968,Composite,,9.98
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N1,37180,R010_126,330,70900,Composite,,5.882
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N2,27060,R010_126,330,70900,Composite,,5.882
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N2,30580,R010_124,330,70900,Composite,,5.882
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N1,33000,R010_124,330,70900,Composite,,5.882
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N2,22220,R010_125,330,70900,Composite,,5.882
BELTWAY,BELTWAY,7/6/2020,R,SARS CoV-2 N1,30800,R010_125,330,70900,Composite,,5.882
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N2,1980,R010_128,330,1722,Composite,,0.683
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N1,2640,R010_128,330,1722,Composite,,0.683
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N2,3960,R010_127,330,1722,Composite,,0.683
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N1,3960,R010_127,330,1722,Composite,,0.683
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N2,4620,R010_129,330,1722,Composite,,0.683
CEDAR BAYOU,CEDAR BAYOU,7/6/2020,R,SARS CoV-2 N1,7700,R010_129,330,1722,Composite,,0.683
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N1,34100,R010_132,330,37359,Composite,,2.402
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N2,30360,R010_130,330,37359,Composite,,2.402
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N1,36740,R010_130,330,37359,Composite,,2.402
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N2,33440,R010_131,330,37359,Composite,,2.402
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N2,23540,R010_132,330,37359,Composite,,2.402
CHOCOLATE BAYOU,CHOCOLATE BAYOU,7/6/2020,R,SARS CoV-2 N1,38060,R010_131,330,37359,Composite,,2.402
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N2,40920,R010_133,330,3825,Composite,,0.433
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N1,42900,R010_134,330,3825,Composite,,0.433
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N2,26620,R010_135,330,3825,Composite,,0.433
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N1,46860,R010_133,330,3825,Composite,,0.433
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N2,37400,R010_134,330,3825,Composite,,0.433
CLINTON PARK,CLINTON PARK,7/6/2020,R,SARS CoV-2 N1,29040,R010_135,330,3825,Composite,,0.433
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N2,31020,R010_136,330,16030,Composite,,1.277
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N1,84920,R010_138,330,16030,Composite,,1.277
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N2,36300,R010_137,330,16030,Composite,,1.277
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N1,48840,R010_137,330,16030,Composite,,1.277
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N2,59620,R010_138,330,16030,Composite,,1.277
EASTHAVEN,EASTHAVEN,7/6/2020,R,SARS CoV-2 N1,41800,R010_136,330,16030,Composite,,1.277
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N1,22660,R010_142,330,4170,Composite,,0.208
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N2,16940,R010_142,330,4170,Composite,,0.208
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N2,0,R010_144,330,4170,Composite,,0.208
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N1,22880,R010_143,330,4170,Composite,,0.208
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N2,16720,R010_143,330,4170,Composite,,0.208
FOREST COVE,FOREST COVE,7/6/2020,R,SARS CoV-2 N1,1100,R010_144,330,4170,Composite,,0.208
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N1,31460,R010_139,330,40689,Composite,,2.25
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N2,30360,R010_140,330,40689,Composite,,2.25
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N1,26620,R010_141,330,40689,Composite,,2.25
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N2,25080,R010_139,330,40689,Composite,,2.25
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N1,40040,R010_140,330,40689,Composite,,2.25
FWSD#23,FWSD#23,7/6/2020,R,SARS CoV-2 N2,23980,R010_141,330,40689,Composite,,2.25
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N2,25080,R010_146,330,28742,Composite,,2.14
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N1,36300,R010_146,330,28742,Composite,,2.14
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N1,32340,R010_147,330,28742,Composite,,2.14
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N2,31020,R010_145,330,28742,Composite,,2.14
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N1,43340,R010_145,330,28742,Composite,,2.14
GREENRIDGE,GREENRIDGE,7/6/2020,R,SARS CoV-2 N2,22660,R010_147,330,28742,Composite,,2.14
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N1,29700,R010_148,330,9375,Composite,,0.879
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N2,4400,R010_149,330,9375,Composite,,0.879
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N2,24200,R010_148,330,9375,Composite,,0.879
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N1,3300,R010_149,330,9375,Composite,,0.879
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N2,21120,R010_150,330,9375,Composite,,0.879
HOMESTEAD,HOMESTEAD,7/6/2020,R,SARS CoV-2 N1,26400,R010_150,330,9375,Composite,,0.879
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N1,44880,R010_152,330,16804,Composite,,1.626
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N2,40260,R010_153,330,16804,Composite,,1.626
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N2,48180,R010_151,330,16804,Composite,,1.626
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N1,76780,R010_151,330,16804,Composite,,1.626
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N2,26400,R010_152,330,16804,Composite,,1.626
IMPERIAL VALLEY,IMPERIAL VALLEY,7/6/2020,R,SARS CoV-2 N1,60940,R010_153,330,16804,Composite,,1.626
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N2,7920,R010_155,330,2408,Composite,,1.936
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N2,8360,R010_154,330,2408,Composite,,1.936
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N1,14740,R010_154,330,2408,Composite,,1.936
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N1,8360,R010_155,330,2408,Composite,,1.936
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N2,12100,R010_156,330,2408,Composite,,1.936
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,7/6/2020,R,SARS CoV-2 N1,11660,R010_156,330,2408,Composite,,1.936
KEEGANS BAYOU,KEEGANS BAYOU,7/6/2020,R,SARS CoV-2 N1,73260,R010_159,330,124000,Composite,,12.841
KEEGANS BAYOU,KEEGANS BAYOU,7/6/2020,R,SARS CoV-2 N1,77000,R010_157,330,124000,Composite,,12.841
KEEGANS BAYOU,KEEGANS BAYOU,7/6/2020,R,SARS CoV-2 N2,50380,R010_158,330,124000,Composite,,12.841
KEEGANS BAYOU,KEEGANS BAYOU,7/6/2020,R,SARS CoV-2 N2,51480,R010_157,330,124000,Composite,,12.841
