Facility,WWTP,Date,Lab,Target_Name,Received_WW_vol,Filtered_WW_vol,Copies_per_uL_RNA,PoissonConfMax_per_uL_RNA,PoissonConfMin_per_uL_RNA,Copies_Per_Liter_WW,Ct,AcceptedDroplets,PositiveDroplets,Sample_ID,Detection_Limit,Positivity,Sample_Type,Surrogate_virus_input_per.L.WW,Percentage_recovery_BCoV,Comments,Well Position,PoissonConfMax_Per_Liter_WW,PoissonConfMin_Per_Liter_WW
Keegans Bayou,KB,5/24/21,R,K417 wild-type,,50,0.15,0.73,0.01,507.06,,17017,1,0524.KB-1,1550.84,Negative,Composite,,,,E5,2422.01,21.3
Keegans Bayou,KB,5/24/21,R,417N,,50,0,0,0,0,,17017,0,0524.KB-1,,,Composite,,,,E5,,
Keegans Bayou,KB,5/24/21,R,484K,,50,0,0,0,0,,14920,0,0524.KB-2,,,Composite,,,,F5,,
Keegans Bayou,KB,5/24/21,R,E484 wild-type,,50,0.17,0.83,0.01,578.31,,14920,1,0524.KB-2,1699.7,Negative,Composite,,,,F5,2762.34,24.29
Keegans Bayou,KB,5/24/21,R,417T,,50,0,0,0,0,,14920,0,0524.KB-2,,,Composite,,,,F5,,
Keegans Bayou,KB,5/24/21,R,K417 wild-type,,50,0,0.52,0,0,,14920,0,0524.KB-2,1550.84,Negative,Composite,,,,F5,1732.72,0
Keegans Bayou,KB,5/24/21,R,417N,,50,0,0,0,0,,14920,0,0524.KB-2,,,Composite,,,,F5,,
Kingwood Central,KW,5/24/21,R,484K,,50,0,0,0,0,,15106,0,0524.KW-1,,,Composite,,,,G5,,
Kingwood Central,KW,5/24/21,R,E484 wild-type,,50,1.2,2.34,0.51,3999.35,,15106,7,0524.KW-1,1699.7,Positive,Composite,,,,G5,7790.16,1698.93
Kingwood Central,KW,5/24/21,R,417T,,50,0,0,0,0,,15106,0,0524.KW-1,,,Composite,,,,G5,,
Kingwood Central,KW,5/24/21,R,K417 wild-type,,50,3.26,4.96,2,10859.69,,15106,19,0524.KW-1,1550.84,Positive,Composite,,,,G5,16534.46,6662.23
Kingwood Central,KW,5/24/21,R,417N,,50,0,0,0,0,,15106,0,0524.KW-1,,,Composite,,,,G5,,
Kingwood Central,KW,5/24/21,R,484K,,50,0,0,0,0,,16725,0,0524.KW-2,,,Composite,,,,H5,,
Kingwood Central,KW,5/24/21,R,E484 wild-type,,50,1.86,3.13,0.99,6192.69,,16725,12,0524.KW-2,1699.7,Positive,Composite,,,,H5,10423.31,3299.64
Kingwood Central,KW,5/24/21,R,417T,,50,0,0,0,0,,16725,0,0524.KW-2,,,Composite,,,,H5,,
Kingwood Central,KW,5/24/21,R,K417 wild-type,,50,2.01,3.32,1.1,6708.95,,16725,13,0524.KW-2,1550.84,Positive,Composite,,,,H5,11080.31,3674.31
Kingwood Central,KW,5/24/21,R,417N,,50,0,0,0,0,,16725,0,0524.KW-2,,,Composite,,,,H5,,
Kingwood West,KWW,5/24/21,R,484K,,50,0,0.55,0,0,,14005,0,0524.KWW-1,,,Composite,,,,A6,1848.06,0
Kingwood West,KWW,5/24/21,R,E484 wild-type,,50,1.11,2.27,0.43,3698.8,,14005,6,0524.KWW-1,1699.7,Positive,Composite,,,,A6,7562.04,1448.51
Kingwood West,KWW,5/24/21,R,417T,,50,0.56,1.47,0.13,1850.52,,14005,3,0524.KWW-1,,,Composite,,,,A6,4905.37,439.16
Kingwood West,KWW,5/24/21,R,K417 wild-type,,50,1.85,3.26,0.92,6165.55,,14005,10,0524.KWW-1,1550.84,Positive,Composite,,,,A6,10862.95,3069.28
Kingwood West,KWW,5/24/21,R,417N,,50,0,0,0,0,,14005,0,0524.KWW-1,,,Composite,,,,A6,,
Kingwood West,KWW,5/24/21,R,484K,,50,0.54,1.44,0.13,1813.57,,14294,3,0524.KWW-2,,,Composite,,,,B6,4807.4,430.39
Kingwood West,KWW,5/24/21,R,E484 wild-type,,50,0.91,1.97,0.32,3021.77,,14294,5,0524.KWW-2,1699.7,Positive,Composite,,,,B6,6567.65,1062.33
Kingwood West,KWW,5/24/21,R,417T,,50,1.09,2.22,0.43,3627.52,,14294,6,0524.KWW-2,,,Composite,,,,B6,7416.28,1420.6
Kingwood West,KWW,5/24/21,R,K417 wild-type,,50,1.81,3.19,0.9,6044.6,,14294,10,0524.KWW-2,1550.84,Positive,Composite,,,,B6,10649.79,3009.07
Kingwood West,KWW,5/24/21,R,417N,,50,0,0,0,0,,14294,0,0524.KWW-2,,,Composite,,,,B6,,
M.U.D. # 203,203,5/24/21,R,484K,,50,0,0,0,0,,14824,0,0524.203-1,,,Composite,,,,G1,,
M.U.D. # 203,203,5/24/21,R,E484 wild-type,,50,0.17,0.83,0.01,582.05,,14824,1,0524.203-1,1699.7,Negative,Composite,,,,G1,2780.23,24.45
M.U.D. # 203,203,5/24/21,R,417T,,50,0,0,0,0,,14824,0,0524.203-1,,,Composite,,,,G1,,
M.U.D. # 203,203,5/24/21,R,K417 wild-type,,50,0.35,1.12,0.05,1164.14,,14824,2,0524.203-1,1550.84,Negative,Composite,,,,G1,3729.3,176.36
M.U.D. # 203,203,5/24/21,R,417N,,50,0,0,0,0,,14824,0,0524.203-1,,,Composite,,,,G1,,
M.U.D. # 203,203,5/24/21,R,484K,,50,0,0,0,0,,18315,0,0524.203-2,,,Composite,,,,H1,,
M.U.D. # 203,203,5/24/21,R,E484 wild-type,,50,0.14,0.68,0.01,471.1,,18315,1,0524.203-2,1699.7,Negative,Composite,,,,H1,2250.2,19.79
M.U.D. # 203,203,5/24/21,R,417T,,50,0,0,0,0,,18315,0,0524.203-2,,,Composite,,,,H1,,
M.U.D. # 203,203,5/24/21,R,K417 wild-type,,50,0.14,0.68,0.01,471.1,,18315,1,0524.203-2,1550.84,Negative,Composite,,,,H1,2250.2,19.79
M.U.D. # 203,203,5/24/21,R,417N,,50,0,0,0,0,,18315,0,0524.203-2,,,Composite,,,,H1,,
Metro Central,MC,5/24/21,R,484K,,50,0,0.53,0,0,,14744,0,0524.MC-1,,,Composite,,,,C6,1753.29,0
Metro Central,MC,5/24/21,R,E484 wild-type,,50,0,0.53,0,0,,14744,0,0524.MC-1,1699.7,Negative,Composite,,,,C6,1753.29,0
Metro Central,MC,5/24/21,R,417T,,50,0,0.53,0,0,,14744,0,0524.MC-1,,,Composite,,,,C6,1753.29,0
Metro Central,MC,5/24/21,R,K417 wild-type,,50,0,0.53,0,0,,14744,0,0524.MC-1,1550.84,Negative,Composite,,,,C6,1753.29,0
Metro Central,MC,5/24/21,R,417N,,50,0,0,0,0,,14744,0,0524.MC-1,,,Composite,,,,C6,,
Metro Central,MC,5/24/21,R,484K,,50,0,0.49,0,0,,15732,0,0524.MC-2,,,Composite,,,,D6,1643.17,0
Metro Central,MC,5/24/21,R,E484 wild-type,,50,0,0.49,0,0,,15732,0,0524.MC-2,1699.7,Negative,Composite,,,,D6,1643.17,0
Metro Central,MC,5/24/21,R,417T,,50,0,0.49,0,0,,15732,0,0524.MC-2,,,Composite,,,,D6,1643.17,0
Metro Central,MC,5/24/21,R,K417 wild-type,,50,0,0.49,0,0,,15732,0,0524.MC-2,1550.84,Negative,Composite,,,,D6,1643.17,0
Metro Central,MC,5/24/21,R,417N,,50,0,0,0,0,,15732,0,0524.MC-2,,,Composite,,,,D6,,
Northbelt,NO,5/24/21,R,484K,,50,0,0,0,0,,15276,0,0524.NO-1,,,Composite,,,,A7,,
Northbelt,NO,5/24/21,R,E484 wild-type,,50,0,0.51,0,0,,15276,0,0524.NO-1,1699.7,Negative,Composite,,,,A7,1692.22,0
Northbelt,NO,5/24/21,R,417T,,50,0,0.51,0,0,,15276,0,0524.NO-1,,,Composite,,,,A7,1692.33,0
Northbelt,NO,5/24/21,R,K417 wild-type,,50,0.17,0.81,0.01,564.79,,15276,1,0524.NO-1,1550.84,Negative,Composite,,,,A7,2697.77,23.72
Northbelt,NO,5/24/21,R,417N,,50,0,0,0,0,,15276,0,0524.NO-1,,,Composite,,,,A7,,
Northbelt,NO,5/24/21,R,484K,,50,0,0,0,0,,16059,0,0524.NO-2,,,Composite,,,,B7,,
Northbelt,NO,5/24/21,R,E484 wild-type,,50,0,0.48,0,0,,16059,0,0524.NO-2,1699.7,Negative,Composite,,,,B7,1609.71,0
Northbelt,NO,5/24/21,R,417T,,50,0,0.48,0,0,,16059,0,0524.NO-2,,,Composite,,,,B7,1609.91,0
Northbelt,NO,5/24/21,R,K417 wild-type,,50,0.32,1.03,0.05,1074.54,,16059,2,0524.NO-2,1550.84,Negative,Composite,,,,B7,3442.21,162.78
Northbelt,NO,5/24/21,R,417N,,50,0,0,0,0,,16059,0,0524.NO-2,,,Composite,,,,B7,,
Northeast,NE,5/24/21,R,484K,,50,0.18,0.84,0.01,585.77,,14737,1,0524.NE-1,,,Composite,,,,E6,2797.98,24.6
Northeast,NE,5/24/21,R,E484 wild-type,,50,0.88,1.91,0.31,2927.83,,14737,5,0524.NE-1,1699.7,Positive,Composite,,,,E6,6363.45,1029.31
Northeast,NE,5/24/21,R,417T,,50,0.18,0.84,0.01,585.77,,14737,1,0524.NE-1,,,Composite,,,,E6,2797.98,24.6
Northeast,NE,5/24/21,R,K417 wild-type,,50,1.05,2.15,0.41,3513.52,,14737,6,0524.NE-1,1550.84,Positive,Composite,,,,E6,7183.16,1375.96
Northeast,NE,5/24/21,R,417N,,50,0,0,0,0,,14737,0,0524.NE-1,,,Composite,,,,E6,,
Northeast,NE,5/24/21,R,484K,,50,0,0.51,0,0,,15330,0,0524.NE-2,,,Composite,,,,F6,1687.03,0
Northeast,NE,5/24/21,R,E484 wild-type,,50,0.51,1.34,0.12,1688.84,,15330,3,0524.NE-2,1699.7,Negative,Composite,,,,F6,4476.72,400.79
Northeast,NE,5/24/21,R,417T,,50,0,0.51,0,0,,15330,0,0524.NE-2,,,Composite,,,,F6,1687.03,0
Northeast,NE,5/24/21,R,K417 wild-type,,50,0.51,1.34,0.12,1688.84,,15330,3,0524.NE-2,1550.84,Positive,Composite,,,,F6,4476.72,400.79
Northeast,NE,5/24/21,R,417N,,50,0,0,0,0,,15330,0,0524.NE-2,,,Composite,,,,F6,,
Northgate,NG,5/24/21,R,484K,,50,0.16,0.75,0.01,524.67,,16472,1,0524.NG-1,,,Composite,,,,G6,2506.12,22.04
Northgate,NG,5/24/21,R,E484 wild-type,,50,1.89,3.18,1.01,6293.2,,16472,12,0524.NG-1,1699.7,Positive,Composite,,,,G6,10592.52,3353.18
Northgate,NG,5/24/21,R,417T,,50,0.31,1.01,0.05,1049.38,,16472,2,0524.NG-1,,,Composite,,,,G6,3361.6,158.97
Northgate,NG,5/24/21,R,K417 wild-type,,50,2.2,3.58,1.24,7342.51,,16472,14,0524.NG-1,1550.84,Positive,Composite,,,,G6,11922.16,4120.48
Northgate,NG,5/24/21,R,417N,,50,0,0,0,0,,16472,0,0524.NG-1,,,Composite,,,,G6,,
Northgate,NG,5/24/21,R,484K,,50,0,0.46,0,0,,16729,0,0524.NG-2,,,Composite,,,,H6,1547.36,0
Northgate,NG,5/24/21,R,E484 wild-type,,50,0.77,1.68,0.27,2580.67,,16729,5,0524.NG-2,1699.7,Positive,Composite,,,,H6,5608.79,907.28
Northgate,NG,5/24/21,R,417T,,50,0,0.46,0,0,,16729,0,0524.NG-2,,,Composite,,,,H6,1547.36,0
Northgate,NG,5/24/21,R,K417 wild-type,,50,1.55,2.73,0.77,5162.12,,16729,10,0524.NG-2,1550.84,Positive,Composite,,,,H6,9094.63,2569.83
Northgate,NG,5/24/21,R,417N,,50,0,0,0,0,,16729,0,0524.NG-2,,,Composite,,,,H6,,
Northwest,NW,5/24/21,R,484K,,50,0,0,0,0,,16713,0,0524.NW-1,,,Composite,,,,C7,,
Northwest,NW,5/24/21,R,E484 wild-type,,50,0.46,1.23,0.11,1549.05,,16713,3,0524.NW-1,1699.7,Negative,Composite,,,,C7,4106.12,367.62
Northwest,NW,5/24/21,R,417T,,50,0.15,0.74,0.01,516.38,,16713,1,0524.NW-1,,,Composite,,,,C7,2466.52,21.69
Northwest,NW,5/24/21,R,K417 wild-type,,50,0,0.46,0,0,,16713,0,0524.NW-1,1550.84,Negative,Composite,,,,C7,1546.99,0
Northwest,NW,5/24/21,R,417N,,50,0,0,0,0,,16713,0,0524.NW-1,,,Composite,,,,C7,,
Northwest,NW,5/24/21,R,484K,,50,0,0,0,0,,15516,0,0524.NW-2,,,Composite,,,,D7,,
Northwest,NW,5/24/21,R,E484 wild-type,,50,0,0.5,0,0,,15516,0,0524.NW-2,1699.7,Negative,Composite,,,,D7,1666.04,0
Northwest,NW,5/24/21,R,417T,,50,0,0.5,0,0,,15516,0,0524.NW-2,,,Composite,,,,D7,1666.04,0
Northwest,NW,5/24/21,R,K417 wild-type,,50,0,0.5,0,0,,15516,0,0524.NW-2,1550.84,Negative,Composite,,,,D7,1666.04,0
Northwest,NW,5/24/21,R,417N,,50,0,0,0,0,,15516,0,0524.NW-2,,,Composite,,,,D7,,
Sims Bayou North,SB,5/24/21,R,484K,,50,0,0,0,0,,17047,0,0524.SB-1,,,Composite,,,,E7,,
Sims Bayou North,SB,5/24/21,R,E484 wild-type,,50,0,0.45,0,0,,17047,0,0524.SB-1,1699.7,Negative,Composite,,,,E7,1516.49,0
Sims Bayou North,SB,5/24/21,R,417T,,50,0,0.45,0,0,,17047,0,0524.SB-1,,,Composite,,,,E7,1516.58,0
Sims Bayou North,SB,5/24/21,R,K417 wild-type,,50,0.15,0.73,0.01,506.14,,17047,1,0524.SB-1,1550.84,Negative,Composite,,,,E7,2417.6,21.26
Sims Bayou North,SB,5/24/21,R,417N,,50,0,0,0,0,,17047,0,0524.SB-1,,,Composite,,,,E7,,
Sims Bayou North,SB,5/24/21,R,484K,,50,0,0,0,0,,15834,0,0524.SB-2,,,Composite,,,,F7,,
Sims Bayou North,SB,5/24/21,R,E484 wild-type,,50,0,0.49,0,0,,15834,0,0524.SB-2,1699.7,Negative,Composite,,,,F7,1632.58,0
Sims Bayou North,SB,5/24/21,R,417T,,50,0,0.49,0,0,,15834,0,0524.SB-2,,,Composite,,,,F7,1632.58,0
Sims Bayou North,SB,5/24/21,R,K417 wild-type,,50,0,0.49,0,0,,15834,0,0524.SB-2,1550.84,Negative,Composite,,,,F7,1632.58,0
Sims Bayou North,SB,5/24/21,R,417N,,50,0,0,0,0,,15834,0,0524.SB-2,,,Composite,,,,F7,,
Sims Bayou South,SS,5/24/21,R,484K,,50,0.14,0.69,0.01,481.27,,17928,1,0524.SS-1,,,Composite,,,,A8,2298.78,20.21
Sims Bayou South,SS,5/24/21,R,E484 wild-type,,50,0,0.43,0,0,,17928,0,0524.SS-1,1699.7,Negative,Composite,,,,A8,1441.96,0
Sims Bayou South,SS,5/24/21,R,417T,,50,0.14,0.69,0.01,481.27,,17928,1,0524.SS-1,,,Composite,,,,A8,2298.78,20.21
Sims Bayou South,SS,5/24/21,R,K417 wild-type,,50,0.14,0.69,0.01,481.27,,17928,1,0524.SS-1,1550.84,Negative,Composite,,,,A8,2298.78,20.21
Sims Bayou South,SS,5/24/21,R,417N,,50,0,0,0,0,,17928,0,0524.SS-1,,,Composite,,,,A8,,
Sims Bayou South,SS,5/24/21,R,484K,,50,0,0.44,0,0,,17676,0,0524.SS-2,,,Composite,,,,B8,1462.52,0
Sims Bayou South,SS,5/24/21,R,E484 wild-type,,50,0.15,0.7,0.01,488.1,,17676,1,0524.SS-2,1699.7,Negative,Composite,,,,B8,2331.43,20.5
Sims Bayou South,SS,5/24/21,R,417T,,50,0,0.44,0,0,,17676,0,0524.SS-2,,,Composite,,,,B8,1462.52,0
Sims Bayou South,SS,5/24/21,R,K417 wild-type,,50,0.15,0.7,0.01,488.1,,17676,1,0524.SS-2,1550.84,Negative,Composite,,,,B8,2331.43,20.5
Sims Bayou South,SS,5/24/21,R,417N,,50,0,0,0,0,,17676,0,0524.SS-2,,,Composite,,,,B8,,
Southeast,SE,5/24/21,R,484K,,50,0,0,0,0,,15816,0,0524.SE-1,,,Composite,,,,G7,,
Southeast,SE,5/24/21,R,E484 wild-type,,50,0.98,2.01,0.38,3273.76,,15816,6,0524.SE-1,1699.7,Positive,Composite,,,,G7,6692.89,1282.08
Southeast,SE,5/24/21,R,417T,,50,0,0.49,0,0,,15816,0,0524.SE-1,,,Composite,,,,G7,1635.89,0
Southeast,SE,5/24/21,R,K417 wild-type,,50,1.64,2.88,0.81,5456.96,,15816,10,0524.SE-1,1550.84,Positive,Composite,,,,G7,9614.2,2716.59
Southeast,SE,5/24/21,R,417N,,50,0,0,0,0,,15816,0,0524.SE-1,,,Composite,,,,G7,,
Southeast,SE,5/24/21,R,484K,,50,0,0,0,0,,16445,0,0524.SE-2,,,Composite,,,,H7,,
Southeast,SE,5/24/21,R,E484 wild-type,,50,1.26,2.36,0.57,4198.27,,16445,8,0524.SE-2,1699.7,Positive,Composite,,,,H7,7862.41,1900.52
Southeast,SE,5/24/21,R,417T,,50,0,0.47,0,0,,16445,0,0524.SE-2,,,Composite,,,,H7,1573.16,0
Southeast,SE,5/24/21,R,K417 wild-type,,50,1.73,2.98,0.89,5773.15,,16445,11,0524.SE-2,1550.84,Positive,Composite,,,,H7,9927.49,2980.56
Southeast,SE,5/24/21,R,417N,,50,0,0,0,0,,16445,0,0524.SE-2,,,Composite,,,,H7,,
Southwest,SW,5/24/21,R,484K,,50,0.14,0.69,0.01,481.72,,17917,1,0524.SW-1,,,Composite,,,,C8,2300.96,20.23
Southwest,SW,5/24/21,R,E484 wild-type,,50,0.43,1.15,0.1,1445.01,,17917,3,0524.SW-1,1699.7,Negative,Composite,,,,C8,3830.3,342.93
Southwest,SW,5/24/21,R,417T,,50,0.29,0.93,0.04,963.48,,17917,2,0524.SW-1,,,Composite,,,,C8,3086.4,145.96
Southwest,SW,5/24/21,R,K417 wild-type,,50,0.72,1.57,0.25,2408.49,,17917,5,0524.SW-1,1550.84,Positive,Composite,,,,C8,5234.51,846.75
Southwest,SW,5/24/21,R,417N,,50,0,0,0,0,,17917,0,0524.SW-1,,,Composite,,,,C8,,
Southwest,SW,5/24/21,R,484K,,50,0,0.41,0,0,,18926,0,0524.SW-2,,,Composite,,,,D8,1366.2,0
Southwest,SW,5/24/21,R,E484 wild-type,,50,0,0.41,0,0,,18926,0,0524.SW-2,1699.7,Negative,Composite,,,,D8,1365.84,0
Southwest,SW,5/24/21,R,417T,,50,0,0.41,0,0,,18926,0,0524.SW-2,,,Composite,,,,D8,1366.2,0
Southwest,SW,5/24/21,R,K417 wild-type,,50,0.68,1.49,0.24,2279.56,,18926,5,0524.SW-2,1550.84,Positive,Composite,,,,D8,4954.25,801.42
Southwest,SW,5/24/21,R,417N,,50,0,0,0,0,,18926,0,0524.SW-2,,,Composite,,,,D8,,
Tidwell Timbers,TT,5/24/21,R,484K,,50,0,0.42,0,0,,18474,0,0524.TT-1,,,Composite,,,,G8,1399.41,0
Tidwell Timbers,TT,5/24/21,R,E484 wild-type,,50,0,0.42,0,0,,18474,0,0524.TT-1,1699.7,Negative,Composite,,,,G8,1399.26,0
Tidwell Timbers,TT,5/24/21,R,417T,,50,0,0.42,0,0,,18474,0,0524.TT-1,,,Composite,,,,G8,1399.41,0
Tidwell Timbers,TT,5/24/21,R,K417 wild-type,,50,0.28,0.9,0.04,934.06,,18474,2,0524.TT-1,1550.84,Negative,Composite,,,,G8,2992.15,141.5
Tidwell Timbers,TT,5/24/21,R,417N,,50,0,0,0,0,,18474,0,0524.TT-1,,,Composite,,,,G8,,
Tidwell Timbers,TT,5/24/21,R,484K,,50,0,0.46,0,0,,16857,0,0524.TT-2,,,Composite,,,,H8,1533.86,0
Tidwell Timbers,TT,5/24/21,R,E484 wild-type,,50,0,0.46,0,0,,16857,0,0524.TT-2,1699.7,Negative,Composite,,,,H8,1533.59,0
Tidwell Timbers,TT,5/24/21,R,417T,,50,0,0.46,0,0,,16857,0,0524.TT-2,,,Composite,,,,H8,1533.86,0
Tidwell Timbers,TT,5/24/21,R,K417 wild-type,,50,0.46,1.22,0.11,1535.63,,16857,3,0524.TT-2,1550.84,Negative,Composite,,,,H8,4070.54,364.43
Tidwell Timbers,TT,5/24/21,R,417N,,50,0,0,0,0,,16857,0,0524.TT-2,,,Composite,,,,H8,,
Turkey Creek,TC,5/24/21,R,484K,,50,0,0.42,0,0,,18424,0,0524.TC-1,,,Composite,,,,E8,1404.43,0
Turkey Creek,TC,5/24/21,R,E484 wild-type,,50,1.41,2.48,0.7,4685.52,,18424,10,0524.TC-1,1699.7,Positive,Composite,,,,E8,8254.79,2332.6
Turkey Creek,TC,5/24/21,R,417T,,50,0.14,0.67,0.01,468.74,,18424,1,0524.TC-1,,,Composite,,,,E8,2238.95,19.69
Turkey Creek,TC,5/24/21,R,K417 wild-type,,50,0.7,1.53,0.25,2342.44,,18424,5,0524.TC-1,1550.84,Positive,Composite,,,,E8,5090.94,823.53
Turkey Creek,TC,5/24/21,R,417N,,50,0,0,0,0,,18424,0,0524.TC-1,,,Composite,,,,E8,,
Turkey Creek,TC,5/24/21,R,484K,,50,0,0.43,0,0,,18128,0,0524.TC-2,,,Composite,,,,F8,1426.36,0
Turkey Creek,TC,5/24/21,R,E484 wild-type,,50,0,0.43,0,0,,18128,0,0524.TC-2,1699.7,Negative,Composite,,,,F8,1426.13,0
Turkey Creek,TC,5/24/21,R,417T,,50,0,0.43,0,0,,18128,0,0524.TC-2,,,Composite,,,,F8,1426.36,0
Turkey Creek,TC,5/24/21,R,K417 wild-type,,50,0.43,1.14,0.1,1428.03,,18128,3,0524.TC-2,1550.84,Negative,Composite,,,,F8,3785.28,338.9
Turkey Creek,TC,5/24/21,R,417N,,50,0,0,0,0,,18128,0,0524.TC-2,,,Composite,,,,F8,,
Upper Brays,UB,5/24/21,R,484K,,50,0,0,0,0,,10907,0,0524.UB-1,,,Composite,,,,A9,,
Upper Brays,UB,5/24/21,R,E484 wild-type,,50,0.24,1.13,0.01,791.04,,10907,1,0524.UB-1,1699.7,Negative,Composite,,,,A9,3778.65,33.22
Upper Brays,UB,5/24/21,R,417T,,50,0,0,0,0,,10907,0,0524.UB-1,,,Composite,,,,A9,,
Upper Brays,UB,5/24/21,R,K417 wild-type,,50,0.95,2.24,0.29,3164.59,,10907,4,0524.UB-1,1550.84,Positive,Composite,,,,A9,7463.16,954.79
Upper Brays,UB,5/24/21,R,417N,,50,0,0,0,0,,10907,0,0524.UB-1,,,Composite,,,,A9,,
Upper Brays,UB,5/24/21,R,484K,,50,0,0,0,0,,12925,0,0524.UB-2,,,Composite,,,,B9,,
Upper Brays,UB,5/24/21,R,E484 wild-type,,50,0.2,0.96,0.01,667.58,,12925,1,0524.UB-2,1699.7,Negative,Composite,,,,B9,3188.82,28.04
Upper Brays,UB,5/24/21,R,417T,,50,0,0,0,0,,12925,0,0524.UB-2,,,Composite,,,,B9,,
Upper Brays,UB,5/24/21,R,K417 wild-type,,50,1,2.18,0.35,3338.41,,12925,5,0524.UB-2,1550.84,Positive,Composite,,,,B9,7256.01,1173.64
Upper Brays,UB,5/24/21,R,417N,,50,0,0,0,0,,12925,0,0524.UB-2,,,Composite,,,,B9,,
W.C.I.D. # 111,111,5/24/21,R,484K,,50,0,0,0,0,,16829,0,0524.111-1,,,Composite,,,,E1,,
W.C.I.D. # 111,111,5/24/21,R,E484 wild-type,,50,0.46,1.22,0.11,1538.46,,16829,3,0524.111-1,1699.7,Negative,Composite,,,,E1,4078.04,365.1
W.C.I.D. # 111,111,5/24/21,R,417T,,50,0,0,0,0,,16829,0,0524.111-1,,,Composite,,,,E1,,
W.C.I.D. # 111,111,5/24/21,R,K417 wild-type,,50,1.08,2.1,0.46,3590.18,,16829,7,0524.111-1,1550.84,Positive,Composite,,,,E1,6992.99,1525.13
W.C.I.D. # 111,111,5/24/21,R,417N,,50,0,0,0,0,,16829,0,0524.111-1,,,Composite,,,,E1,,
W.C.I.D. # 111,111,5/24/21,R,484K,,50,0,0,0,0,,15213,0,0524.111-2,,,Composite,,,,F1,,
W.C.I.D. # 111,111,5/24/21,R,E484 wild-type,,50,1.02,2.09,0.4,3403.33,,15213,6,0524.111-2,1699.7,Positive,Composite,,,,F1,6957.85,1332.81
W.C.I.D. # 111,111,5/24/21,R,417T,,50,0,0,0,0,,15213,0,0524.111-2,,,Composite,,,,F1,,
W.C.I.D. # 111,111,5/24/21,R,K417 wild-type,,50,1.36,2.55,0.62,4538.08,,15213,8,0524.111-2,1550.84,Positive,Composite,,,,F1,8498.93,2054.32
W.C.I.D. # 111,111,5/24/21,R,417N,,50,0,0,0,0,,15213,0,0524.111-2,,,Composite,,,,F1,,
W.C.I.D. # 47,47,5/24/21,R,484K,,50,0,0,0,0,,16385,0,0524.47-1,,,Composite,,,,C2,,
W.C.I.D. # 47,47,5/24/21,R,E484 wild-type,,50,0.79,1.72,0.28,2634.42,,16385,5,0524.47-1,1699.7,Positive,Composite,,,,C2,5725.61,926.17
W.C.I.D. # 47,47,5/24/21,R,417T,,50,0,0,0,0,,16385,0,0524.47-1,,,Composite,,,,C2,,
W.C.I.D. # 47,47,5/24/21,R,K417 wild-type,,50,1.58,2.79,0.79,5269.64,,16385,10,0524.47-1,1550.84,Positive,Composite,,,,C2,9284.1,2623.35
W.C.I.D. # 47,47,5/24/21,R,417N,,50,0,0,0,0,,16385,0,0524.47-1,,,Composite,,,,C2,,
W.C.I.D. # 47,47,5/24/21,R,484K,,50,0,0,0,0,,16400,0,0524.47-2,,,Composite,,,,D2,,
W.C.I.D. # 47,47,5/24/21,R,E484 wild-type,,50,0.95,1.94,0.37,3156.96,,16400,6,0524.47-2,1699.7,Positive,Composite,,,,D2,6454.06,1236.34
W.C.I.D. # 47,47,5/24/21,R,417T,,50,0,0,0,0,,16400,0,0524.47-2,,,Composite,,,,D2,,
W.C.I.D. # 47,47,5/24/21,R,K417 wild-type,,50,1.26,2.37,0.57,4209.54,,16400,8,0524.47-2,1550.84,Positive,Composite,,,,D2,7883.51,1905.61
W.C.I.D. # 47,47,5/24/21,R,417N,,50,0,0,0,0,,16400,0,0524.47-2,,,Composite,,,,D2,,
W.C.I.D. #76,76,5/24/21,R,484K,,50,0,0,0,0,,14264,0,0524.76-1,,,Composite,,,,G2,,
W.C.I.D. #76,76,5/24/21,R,E484 wild-type,,50,0,0.54,0,0,,14264,0,0524.76-1,1699.7,Negative,Composite,,,,G2,1812.93,0
W.C.I.D. #76,76,5/24/21,R,417T,,50,0,0,0,0,,14264,0,0524.76-1,,,Composite,,,,G2,,
W.C.I.D. #76,76,5/24/21,R,K417 wild-type,,50,0.18,0.87,0.01,605.07,,14264,1,0524.76-1,1550.84,Negative,Composite,,,,G2,2890.22,25.41
W.C.I.D. #76,76,5/24/21,R,417N,,50,0,0,0,0,,14264,0,0524.76-1,,,Composite,,,,G2,,
W.C.I.D. #76,76,5/24/21,R,484K,,50,0,0,0,0,,13912,0,0524.76-2,,,Composite,,,,H2,,
W.C.I.D. #76,76,5/24/21,R,E484 wild-type,,50,0,0.56,0,0,,13912,0,0524.76-2,1699.7,Negative,Composite,,,,H2,1858.29,0
W.C.I.D. #76,76,5/24/21,R,417T,,50,0,0,0,0,,13912,0,0524.76-2,,,Composite,,,,H2,,
W.C.I.D. #76,76,5/24/21,R,K417 wild-type,,50,0.19,0.89,0.01,620.21,,13912,1,0524.76-2,1550.84,Negative,Composite,,,,H2,2962.53,26.05
W.C.I.D. #76,76,5/24/21,R,417N,,50,0,0,0,0,,13912,0,0524.76-2,,,Composite,,,,H2,,
West District,WD,5/24/21,R,484K,,50,0,0,0,0,,13498,0,0524.WD-1,,,Composite,,,,C9,,
